区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
山东·济宁·微山县,目夷君墓,462705924,陵墓陵园,,热度 0.0,山东省济宁市微山县微山东峰,目夷君墓位于微山东峰，距微子墓2.5公里处。现存墓为圆土堆，墓前立一石碑，是宋神宋熙宁五年（公元1072年）徐州知州傅尧,"117.251661,34.666164"
河南·焦作·沁阳市,朱载堉墓,174766972,陵墓陵园,,热度 0.7,河南省焦作沁阳市县王庄乡张坡村,北依太行，南瞰怀川，流水潺潺，环境优雅,"112.997085,35.205405"
山西·大同·大同县,清任勇烈墓,3129986669,陵墓陵园,,热度 0.0,山西省大同市大同县,任举，字勇烈，清提督。其墓在大同城东十里水坡寺前，谥勇烈，御赐碑文、石兽并存。,"113.692002,40.044609"
湖北·随州·曾都区,擂鼓墩古墓群,2621754702,陵墓陵园,,热度 0.72,湖北省随州市曾都区,东临极水，山岭绵亘，古冢森森,"113.359093,31.731485"
浙江·台州·路桥区,陈安宝烈士陵园,3125569125,陵墓陵园,,热度 0.7,台州市于路桥区横街镇凤凰山,陈安宝烈士陵园位于路桥区横街镇凤凰山，建于1995年8月，同年被路桥区委、区政府命名为区级爱国主义教育基地，1998年被,"121.44806527686,28.535789361008"
四川·南充·顺庆区,谯周墓,4292911346,陵墓陵园,,热度 0.7,四川省南充市顺庆区,谯周，字允南，三国时蜀汉巴西郡西充国县（今南部县）人，卒于公元271年，终年70岁。谯周曾在安汉居住过，故宅在今顺庆城,"106.095097,30.791535"
河南·焦作·中站区,李嶷墓碑,659722258,陵墓陵园,,热度 0.7,河南省焦作市中站区西王封乡西冯封村,李嶷墓碑位于焦作市西王封乡西冯封村北1.5公里的小山坡处。李嶷，唐代人，官授黄州都督府君曹参军、简州长史。碑系方座蟠龙首,"113.134459,35.230655"
辽宁·沈阳·法库县,叶茂台辽墓,3217554469,陵墓陵园,,热度 0.7,辽宁省沈阳市法库县叶茂台村西北山岗,叶茂台辽墓位于辽宁省沈阳市法库县叶茂台村西、北山岗（辽代称圣迹山）上，是辽（公元916年—1125年）丞相肖义及其家族的,"122.88769,42.325912"
山西·大同·大同县,方山永固陵,580404742,陵墓陵园,,热度 0.7,山西省大同市镇川乡,方山永固陵位于山西省大同市镇川乡西寺儿梁山（古称方山）南部，是一处以北魏文成帝文明皇后冯氏的陵墓－永固陵为中心的大型陵园,"113.365816,40.306294"
天津·天津·武清区,鲜于璜墓,357393958,陵墓陵园,,热度 0.7,天津市武清区高村乡兰城村东,中型砖室墓，墓碑保存完好，汉碑中的珍品,"116.878466,39.640354"
山西·晋中·左权县,左权将军烈士陵园,788141446,陵墓陵园,,热度 0.7,山西省晋中市左权县北街胡同,左权将军烈士陵园，位于左权县城内的北街胡同里，坐北向南，是一处很有教育意义的革命纪念馆。左权将军，湖南醴陵人，早年参加中,"113.38282817294,37.085672125312"
江西·上饶·铅山县,辛弃疾墓,1992948825,陵墓陵园,,热度 0.7,江西省上饶市铅山县,"辛弃疾墓座落在铅山县瓜山之后的虎头门阳原山腰之中，离县城二十四公里，座北面南,左右双峰，如拱似抱。当地人为纪念辛弃疾，称","117.77828,28.155887"
安徽·亳州·涡阳县,嵇康墓,2322725665,陵墓陵园,,热度 0.0,安徽省亳州市涡阳县石弓镇,又称嵇中散墓，位于涡阳县石弓镇嵇山南麓（原属濉溪之临涣）。涡阳建县前属宿州。清嘉庆10年（1805），宿州知州李清玉《重,"116.434735,33.709846"
浙江·丽水·遂昌县,粟裕墓,3476359349,陵墓陵园,,热度 0.7,浙江丽水市遂昌王村,1935年，粟裕、刘英率领中国工农红军挺进师进入浙江，建立了以遂昌王村口为中心的浙西南游击根据地，谱写了浙南三年游击战争,"118.99345,28.360752"
浙江·金华·永康市,陈亮墓,2090127707,陵墓陵园,,热度 0.7,浙江省金华市永康市马铺山卧龙岗,学术上卓著独到的见解,"120.18194246361,29.030198610036"
四川·南充·顺庆区,谯周墓,4292911346,陵墓陵园,,热度 0.7,四川省南充市顺庆区,谯周，字允南，三国时蜀汉巴西郡西充国县（今南部县）人，卒于公元271年，终年70岁。谯周曾在安汉居住过，故宅在今顺庆城,"106.095097,30.791535"
河南·焦作·中站区,李嶷墓碑,659722258,陵墓陵园,,热度 0.7,河南省焦作市中站区西王封乡西冯封村,李嶷墓碑位于焦作市西王封乡西冯封村北1.5公里的小山坡处。李嶷，唐代人，官授黄州都督府君曹参军、简州长史。碑系方座蟠龙首,"113.134459,35.230655"
辽宁·沈阳·法库县,叶茂台辽墓,3217554469,陵墓陵园,,热度 0.7,辽宁省沈阳市法库县叶茂台村西北山岗,叶茂台辽墓位于辽宁省沈阳市法库县叶茂台村西、北山岗（辽代称圣迹山）上，是辽（公元916年—1125年）丞相肖义及其家族的,"122.88769,42.325912"
江西·上饶·铅山县,辛弃疾墓,1992948825,陵墓陵园,,热度 0.7,江西省上饶市铅山县,"辛弃疾墓座落在铅山县瓜山之后的虎头门阳原山腰之中，离县城二十四公里，座北面南,左右双峰，如拱似抱。当地人为纪念辛弃疾，称","117.77828,28.155887"
安徽·亳州·涡阳县,嵇康墓,2322725665,陵墓陵园,,热度 0.0,安徽省亳州市涡阳县石弓镇,又称嵇中散墓，位于涡阳县石弓镇嵇山南麓（原属濉溪之临涣）。涡阳建县前属宿州。清嘉庆10年（1805），宿州知州李清玉《重,"116.434735,33.709846"
浙江·丽水·遂昌县,粟裕墓,3476359349,陵墓陵园,,热度 0.7,浙江丽水市遂昌王村,1935年，粟裕、刘英率领中国工农红军挺进师进入浙江，建立了以遂昌王村口为中心的浙西南游击根据地，谱写了浙南三年游击战争,"118.99345,28.360752"
浙江·金华·永康市,陈亮墓,2090127707,陵墓陵园,,热度 0.7,浙江省金华市永康市马铺山卧龙岗,学术上卓著独到的见解,"120.18194246361,29.030198610036"
福建·泉州·泉州市,伊斯兰教圣墓,3232596898,陵墓陵园,,热度 0.72,座落泉州东外灵山南麓,座落泉州东外灵山南麓。据《闽书》载：唐武德年间（618－626），伊斯兰教创始者穆罕默德门徒四人来华传教，其三贤、四贤到,"118.62715099759,24.912301899872"
江苏·苏州·常熟市,言子墓,3026602624,陵墓陵园,,热度 0.7,江苏常熟市虞山镇学前街,言子为孔子弟子“七十二贤”之一。言子死后就葬在虞山脚下名言子墓。在常熟市虞山镇学前街。是祭祀言子（孔子弟子）的专用建筑。,"120.74722673449,31.65410494267"
安徽·滁州·凤阳县,明陈府墓,2846040331,陵墓陵园,,热度 0.0,安徽省滁州市凤阳县,明陈府墓,"117.47872,32.836753"
广东·广州·增城,陈氏祠堂,1520907983,陵墓陵园,,热度 0.0,广东省广州市增城区西定坊南街,宗祠建筑典型代表，堂宇轩昂，庭院宽敞,"113.591307,23.101882"
安徽·滁州·来安县,皖东烈士陵园,1017684348,陵墓陵园,,热度 0.0,安徽省滁州来安县半塔镇,皖东烈士陵园，位于安徽省来安县城东北30公里半塔镇，地处苏皖两省五县交界，历史上著名的半塔保卫战就发生在这里。为了纪念在,"118.60215671636,32.681914039494"
内蒙古·呼伦贝尔·阿荣旗,抗联英雄园,3629638712,陵墓陵园,,热度 0.0,内蒙古呼伦贝尔阿荣旗,国家2A级景区，阿荣旗抗联英雄园于2005年开工建设，2006年正式开园启用，园区占地面积50万平方米，园区以绿化为主，,"123.46489402651,48.136763333169"
新疆·喀什·莎车县,叶尔羌汗国王陵,578905481,陵墓陵园,,热度 0.0,新疆维吾尔自治区喀什地区莎车县,近500年历史，莎车王墓保存良好,"77.266332422572,38.448221753898"
江苏·南京·雨花台区,渤泥国王墓,1230680844,陵墓陵园,,热度 0.0,江苏省南京雨花台区,渤泥国王墓位于安德门外向花村附近。墓前现有神道碑一块，卜有碑跌。神道两侧排列着石马一对，马夫一对，石羊一对，石虎一对，文,"118.76603542907,31.982606428034"
江苏·连云港·连云区,抗日山烈士陵园,211104939,陵墓陵园,4A景区,热度 0.72,江苏省连云港市连云区夹山乡,景区内八个不同坡段，建筑风格迥异,"118.863502,34.896585"
湖南·株洲·株洲县,十九人堆,2059407165,陵墓陵园,,热度 0.7,湖南省株洲市株洲县渌口地区,民众为牺牲战士筹建的墓地，氛围庄严肃穆,"113.150424,27.705627"
江苏·南京·雨花台区,辛亥之役人马合冢,833184084,陵墓陵园,,热度 0.0,江苏省南京市雨花台区,座落在雨花台烈士雕塑东北坡道崖壁上。现两巨家保存完好。1911年10月武昌起义，南京九镇新军首先响应，在中华门外袜陵关起,"118.78897,32.005066"
江苏·苏州·昆山市,归有光墓,95002125,陵墓陵园,,热度 0.0,江苏省苏州昆山市金潼里,纪念归有光嘉靖年间入城御倭的功绩,"120.971202,31.38406"
山东·淄博·临淄区,稷山洞石墓群,1605235583,陵墓陵园,,热度 0.7,山东省淄博市临淄区,市级重点文物保护单位,"118.357077,36.853548"
山东·济南·长清区,双乳山汉墓,2544990711,陵墓陵园,,热度 0.7,山东省济南市长清区归德镇,被评为96年“全国十大考古发现”之一,"116.681873,36.495664"
江苏·苏州·常熟市,言子墓,3026602624,陵墓陵园,,热度 0.7,江苏常熟市虞山镇学前街,言子为孔子弟子“七十二贤”之一。言子死后就葬在虞山脚下名言子墓。在常熟市虞山镇学前街。是祭祀言子（孔子弟子）的专用建筑。,"120.74722673449,31.65410494267"
湖北·宜昌·当阳市,关陵庙,1515106038,陵墓陵园,4A景区,热度 0.0,湖北省宜昌当阳市关陵路,参天古木耸立，红墙黄瓦环绕,"111.778496,30.846504"
湖北·黄冈·麻城市,麻城烈士陵园,1388417588,陵墓陵园,4A景区,热度 0.0,麻城市陵园路75号,纪念,"115.026684,31.185927"
河北·张家口·宣化区,宣化辽墓群,1022641862,陵墓陵园,,热度 0.0,河北省张家口市宣化区下八里村,地势平坦，交通便利，重点文物保护单位,"115.033503,40.644906"
河北·石家庄·桥西区,白求恩墓,1247580181,陵墓陵园,,热度 0.7,河北省石家庄市中山路华北军区烈士陵园内西侧,加拿大共产党员，世界著名胸外科专家,"114.69649840594,38.938389333108"
江苏·泰州·泰兴市,杨根思烈士陵园,3377374185,陵墓陵园,,热度 0.7,江苏省泰州泰兴市根思乡根思村,青松常立，守护者伟大的战士杨根思,"120.022564,32.257665"
浙江·温州·乐清市,南宋王十朋墓,3864569648,陵墓陵园,,热度 0.7,浙江省温州乐清市四都乡梅岙村,南宋爱国爱民的政治家和文学家王十朋之墓,"120.937331,28.219715"
河南·开封·兰考县,焦裕禄烈士陵园,2009588,陵墓陵园,4A景区,热度 0.7,开封市兰考县焦裕大道88号,陵区松柏环抱，庄严肃穆,"114.829068,34.836687"
河北·沧州·黄骅市,张宗禹墓,679128077,陵墓陵园,,热度 0.0,河北省沧州市黄骅市南大港农场孔庄子村 ,张宗禹晚年雄心犹在，但壮志难酬,"117.386084,38.479865"
山东·济宁·微山县,微子墓,1255369668,陵墓陵园,,热度 0.7,济宁市微山岛西部凤凰台上,子墓在微山岛西北部的一个小山上，此山海拔９１．６米，山虽不高，这山因微子墓而得名，湖又因山取名，县也因山而冠名。,"117.23291766876,34.670318346916"
西藏·山南·洛扎县,吉堆吐蕃墓群,4037935426,陵墓陵园,,热度 0.7,西藏自治区洛扎县吉堆乡政府南侧土坡,历史悠久，出土文物极富研究价值,"90.801111,28.391719"
天津·天津·红桥区,红桥区烈士陵园,529533560,陵墓陵园,,热度 0.7,天津市红桥区西青道陵园路5号,原称“天津县北辛庄烈士陵园”,"117.150303,39.157127"
吉林·通化·东昌区,靖宇陵园,1905465196,陵墓陵园,,热度 0.8,中国吉林通化市,松柏苍翠，景色庄严，升华精神，涤荡心神,"125.968742,41.735252"
天津·天津·宁河县,于方舟衣冠冢墓地,664111145,陵墓陵园,,热度 0.0,天津市宁河县芦汉路烈士陵园内,刘格平同志书写“于方舟烈士之墓”,"117.842582,39.331841"
陕西·汉中·洋县,蔡伦墓,3772014642,陵墓陵园,3A景区,热度 0.78,陕西省汉中市洋县,墓后有明月池，传为蔡伦造纸的洗纸池,"107.656668,33.204828"
江苏·苏州·虎丘区,陈去病墓,2937505698,陵墓陵园,,热度 0.0,江苏苏州阊门外虎丘西南麓,早年追随孙中山先生，宣传革命不遗余力,"120.59180693203,31.347014095385"
陕西·榆林·绥德县,扶苏墓,1864304908,陵墓陵园,,热度 0.72,陕西榆林绥德县城疏属山,陕西省重点文物保护单位,"110.256126,37.500436"
陕西·汉中·张骞纪念馆,张骞墓,3653064783,陵墓陵园,,热度 0.0,陕西省汉中市城固县城郊以西三公里处的博望镇饶家营村张骞纪念馆,张骞墓座北朝南，东西宽１５米，南北长１５米，高８米，呈覆斗形，周围有古柏环绕，墓前有石碑四通、汉代石虎一对。大门前竖高８,"107.30429701273,33.166948373377"
江苏·扬州·汉陵苑,广陵王地宫,188997743,陵墓陵园,,热度 0.0,江苏省扬州市维扬区汉陵苑景区内,我馆的主体建筑,"119.434154,32.432896"
台湾·桃园,蒋介石慈湖寝陵,516733991,陵墓陵园,,热度 0.0,桃园县大溪镇福安里4邻埤尾3号,蒋介石在1975年去世后，没有下葬，其灵柩暂厝在中国台湾省桃园县大溪镇的慈湖陵寝，以待时机，归葬故乡。慈湖陵寝原名“洞口,"121.29625989592,24.839990213803"
安徽·滁州·凤阳县,明陈府墓,2846040331,陵墓陵园,,热度 0.0,安徽省滁州市凤阳县,明陈府墓,"117.47872,32.836753"
广东·广州·增城,陈氏祠堂,1520907983,陵墓陵园,,热度 0.0,广东省广州市增城区西定坊南街,宗祠建筑典型代表，堂宇轩昂，庭院宽敞,"113.591307,23.101882"
福建·福州·晋安区,林则徐墓,1804634092,陵墓陵园,,热度 0.0,福建省福州市晋安区北郊马鞍山村金狮山麓,民族英雄林则徐为其父母营建,"119.28527,26.125026"
黑龙江·大庆·肇源县,古城墓葬,3485740041,陵墓陵园,,热度 0.0,黑龙江省大庆市肇源县新站镇古城村西1公里处的南岗坡上,出土文物众多，对研究辽金历史有重大价值,"124.201501,45.735554"
四川·成都·青羊区,成都杜甫草堂,956898870,故居,4A景区,热度 0.86,四川省成都市青羊区青华路37号,成都地标签到处,"104.036061,30.666089"
山西·晋城·阳城县,皇城相府,3029001101,故居,5A景区,热度 1.0,山西省晋城市阳城县北留镇皇城村,大美皇城，传统中国年,"112.588586,35.519979"
浙江·温州·文成县,刘伯温故里旅游景区—百丈漈,501628843,故居,,热度 0.0,浙江省温州市文成县南田,一漈百丈高、二漈百丈深、三漈百丈宽,"120.030207,27.852205"
浙江·绍兴·绍兴古城,鲁迅故里,228220548,故居,5A景区,热度 1.0,浙江省绍兴市绍兴县越城区鲁迅中路241号,一代文豪诞生地，现今的文化历史街区,"120.59214,29.998469"
河南·开封·龙亭区,天波杨府,1466493325,故居,,热度 0.9,河南省开封市龙亭北路14号,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973"
天津·天津·和平区,静园-末代皇帝溥仪旧居,677294926,故居,,热度 0.0,天津市和平区鞍山道70号,津城洋楼，醉美静园,"117.195893,39.128964"
辽宁·沈阳·沈河区,张氏帅府,1635336074,故居,4A景区,热度 0.8,辽宁省沈阳市沈河区朝阳街少帅府巷46号,张学良的官邸和私宅,"123.464684,41.800237"
广西·玉林·容县,容州古城,387631617,故居,4A景区,热度 0.0,广西壮族自治区玉林市容县东外街,杨贵妃的故乡,"110.567084,22.861566"
浙江·宁波·溪口景区,蒋氏故里,1772819044,故居,,热度 0.74,浙江省宁波奉化市武岭西路77号溪口风景区内,蒋经国留苏回奉，偕妻方良、子孝文居此,"121.292095,29.688748"
浙江·杭州·西湖,胡雪岩故居,3898235716,故居,,热度 0.72,浙江省杭州市上城区元宝街18号,红木官轿值得一看,"120.179401,30.242803"
天津·天津·和平区,张学良故居,1598655509,故居,4A景区,热度 0.72,天津市和平区赤峰道78号,体味张学良将军生活的原貌,"117.208211,39.129784"
湖北·宜昌·秭归县,屈原故里,90148686,故居,5A景区,热度 0.74,湖北省宜昌市秭归县城西部,是新三峡十景之一,"110.992628,30.830342"
河北·秦皇岛·山海关区,王家大院,11479796,故居,3A景区,热度 0.7,河北省秦皇岛市山海关城内东三条,亲身体验中国文化的博大精深、源远流长,"119.765253,40.013147"
安徽·合肥·合肥市,李鸿章故居,1407878835,故居,4A景区,热度 0.82,安徽省合肥市淮河路步行街208号,合肥现存保存完整大规模的名人故居,"117.297814,31.870344"
浙江·宁波·江北区,慈城古县城,949355381,故居,,热度 0.72,浙江省宁波市江北区慈城镇东城沿路88号,山水相依，是“众星拱月”的宝地,"121.457134,29.989679"
海南·文昌,宋庆龄祖居,3447372024,故居,,热度 0.7,海南省文昌市昌洒镇古路园村,生动翔实地再现了宋庆龄光辉的一生,"110.877511,19.745748"
广西·河池·宜州市,宜州刘三姐故里旅游区,3205809219,故居,4A景区,热度 0.0,广西壮族自治区河池宜州市,独特的刘三姐风情文化，旖旎的自然风光,"108.645991,24.507116"
湖南·娄底·双峰县,曾国藩故居,511555332,故居,4A景区,热度 0.96,湖南省娄底市双峰县荷叶镇富托村,省级重点文物保护单位,"112.466344,27.414622"
四川·广安·广安区,邓小平故里,2429336642,故居,5A景区,热度 0.8400000000000001,四川省广安市广安区协兴镇,全国爱国主义教育基地,"106.646456,30.529652"
浙江·台州·天台县,济公故居,1964871407,故居,4A景区,热度 0.72,浙江省台州市天台县赤城路449号,沐受活佛“慈悲仁慧”精神熠熠光辉的圣迹,"121.041757,29.150337"
四川·绵阳·江油市,江油青莲国际诗歌小镇,727294132,故居,,热度 1.0,四川省绵阳江油市青莲诗歌小镇,匡山如屏，后倚天宝、太华诸山，峰峦蜿蜒,"104.698226,31.67459"
浙江·衢州·江山市,戴笠故居,4108493141,故居,,热度 0.9400000000000001,浙江省衢州市江山市,外表看是一座粉墙黛瓦、木结构的普通民宅,"118.528115,28.391264"
湖南·长沙·花明楼景区,刘少奇纪念馆,4141763061,故居,,热度 0.0,湖南省长沙市宁乡县花明楼镇炭子冲村,与名人对话，传播红色文化,"112.651848,28.037236"
浙江·嘉兴·西塘古镇,倪宅,219924823,故居,,热度 0.0,浙江省嘉善县西塘镇,浙江省十大廉政文化教育基地之一,"120.904343,30.950366"
江苏·南京·秦淮区,甘家大院,582859540,故居,,热度 0.7,江苏省南京市秦淮区南捕厅15号,金陵新四十八景之一,"118.787996,32.032603"
浙江·绍兴·诸暨市,西施故里,2134238272,故居,4A景区,热度 0.78,浙江省绍兴诸暨市浣纱南路苎罗东路2号,西施美越千年的不老传说,"120.246277,29.697933"
浙江·绍兴·绍兴县,徐锡麟故居,2302286235,故居,,热度 0.7,浙江省绍兴市绍兴县东浦镇孙家楼,徐锡麟青少年时代在这里生活、读书,"120.542733,30.060278"
江苏·苏州·同里古镇,同里珍珠塔,607614785,故居,,热度 0.7,江苏省苏州市同里镇,展示工匠精湛绝伦的手艺和吴文化灿烂风采,"120.72383279884,31.164184888722"
安徽·亳州·谯城区,毫州华佗纪念馆,1423191751,故居,,热度 0.7,安徽省亳州市谯城区永安街12号,感受外科鼻祖华佗的医术造诣,"115.788583,33.883194"
湖南·湘潭·韶山市,毛泽东同志故居,1487859441,故居,4A景区,热度 0.78,湖南省湘潭韶山市,"绿树青葱红砖古朴，,吸收领袖灵气","112.49848,27.910957"
河南·周口·鹿邑县,老子故里,3009390457,故居,4A景区,热度 0.8,河南省周口市鹿邑县县城东至太清宫镇,自然风情、休闲养生为一体的综合旅游区,"115.560445,33.8627"
湖北·荆州·荆州区,张居正故居,2045206033,故居,3A景区,热度 0.72,湖北省荆州市荆州区荆南路2号,为古城文化旅游平添新亮点,"112.22179637404,30.352757978245"
山东·济宁·邹城市,孟府,1961105058,故居,4A景区,热度 0.7,山东省济宁邹城市亚圣府街44号,走进孟府四月天,"116.980556,35.394089"
湖南·湘西·凤凰古城,沈从文故居,1131007793,故居,,热度 0.9199999999999999,湖南省湘西市凤凰县凤凰古城,有浓郁的湘西特色，湖南重点文物保护单位,"109.609116,27.952453"
安徽·黄山·黟县,陶渊明故居·守拙园景区,1810128269,故居,,热度 0.0,安徽黄山市黟县碧阳镇陶村,中国隐逸桃源文化圣地,"117.892043,29.898165"
云南·大理·大理市,玉几岛风景区,3186762636,故居,,热度 0.0,云南省大理市双廊镇双廊村环海路,汇聚南诏文化风情，纵览壮丽雄奇的苍洱风光,"100.197327,25.912532"
江西·九江·庐山区,白居易草堂,1981734057,故居,,热度 0.0,江西省九江市庐山区环山路,自然山水和人工山水的完美结合,"115.973921,29.570437"
湖北·宜昌·点军区,鸣翠谷,1905770372,故居,3A景区,热度 0.0,湖北省宜昌市点军区紫阳村紫阳路（葛洲坝大坝南侧）,使人领略自然生态之奇妙，让人心醉神驰,"111.247709,30.741449"
湖南·长沙·宁乡县,刘少奇故里门楼,379956014,故居,,热度 0.0,湖南省长沙市宁乡县花明楼镇花明楼景区内,1998年刘少奇诞辰100周年之际建成,"112.651361,28.037537"
安徽·黄山·黟县,赛金花故居,270328661,故居,4A景区,热度 0.7,安徽省黄山市黟县218省道龙江乡,竹影幽幽、桂香悠悠,"117.963602,29.964167"
江西·九江·庐山风景名胜区,美庐别墅,183348653,故居,,热度 0.74,江西省九江市庐山区庐山景区内,日夜被包裹在漂浮的烟云中，令人神往,"115.990123,29.570063"
江苏·淮安·楚州区,吴承恩故居,2317033035,故居,4A景区,热度 0.72,江苏省淮安市楚州区河下古镇打铜巷12号,寻访吴承恩故居,"119.145291,33.53385"
广东·梅州·大埔县,张弼士故居,2464544387,故居,,热度 0.0,广东省梅州市大埔县车龙路南50米,清末明初实业家、爱国侨领张弼士故居,"116.73734,24.467413"
广东·河源·龙川县,佗城,4086974745,故居,,热度 0.0,广东省河源市龙川县佗城镇学宫旁,是岭南一个保存完整的古城,"115.199539,24.067091"
山东·滨州·滨州市,杜受田故居,1570370076,故居,4A景区,热度 0.0,山东省滨州市滨城区滨北街道办事处南街,典型的明清鲁北建筑特色,"117.974809,37.485798"
天津·天津·河北区,天津袁世凯故居,1232299032,故居,,热度 0.0,天津市河北区海河东路39号袁氏宅邸,天津袁世凯故居,"117.201975,39.14446"
天津·天津·河北区,袁氏宅邸,820165054,故居,,热度 0.7,天津市河北区海河东路39号,北欧建筑风格,"117.201701,39.144618"
湖北·宜昌·兴山县,朝天吼漂流,3727559264,故居,4A景区,热度 0.7,湖北省宜昌市兴山县高岚镇朝天吼漂流,风光原始，水质清澈，乱石穿空，惊险刺激,"110.932417,31.203526"
浙江·宁波·蒋氏故里,丰镐房,513206723,故居,,热度 0.0,浙江省奉化市武岭西路77号,仅仅数间房便可感到蒋氏一门不愧为大族,"121.28476039022,29.683712448698"
广东·中山·中山市区,孙中山故居纪念馆,1109394555,故居,5A景区,热度 0.8400000000000001,广东省中山市翠亨大道翠亨道93号,再现孙中山出生和成长初期的社会历史环境,"113.526507,22.440893"
北京·北京·西城区,宋庆龄故居,2322087287,故居,3A景区,热度 0.7,北京市西城区后海北沿西端46号,"寻访伟人足迹,传承榜样精神","116.389564,39.951738"
江苏·苏州·太仓市,苏州沙溪古镇,514876265,故居,,热度 0.7,江苏苏州太仓市沙溪古镇白云路,人物花卉，形态各异，栩栩如生,"121.063045,31.572383"
北京·北京·西城区,纪晓岚故居,3745884045,故居,,热度 0.7,北京市西城区（原宣武区）珠市口西大街241号,去名人故居感受时代变迁,"116.393596,39.896121"
波恩,贝多芬故居,4086759676,故居,,热度 0.0,德国波恩贝多芬故居,近距离了解音乐大家贝多芬悲壮而传奇的一生,"7.10124778747559,50.7368621826172"
浙江·绍兴·越城区,周恩来纪念馆,3684037079,故居,3A景区,热度 0.7,浙江省绍兴市越城区劳动路369号（周恩来纪念馆）,事不避难勇担当，倾心履职惠民生,"120.592536,30.008172"
云南·丽江·玉龙县,洛克旧居,790383052,故居,,热度 0.0,云南省丽江市玉龙县,雪山主峰扇子陡，犹如保护神似地保护着它,"100.220424,27.018119"
浙江·绍兴·越城区,周恩来祖居,4267056693,故居,,热度 0.0,浙江省绍兴县越城区劳动路369号,具有浓厚的绍兴地方特色,"120.592536,30.008176"
浙江·绍兴·绍兴古城,绍兴秋瑾故居,2786254996,故居,,热度 0.72,绍兴市区塔山南麓今和畅堂18号,原系明代大学士朱赓故宅之一部分,"120.586235,29.993847"
山东·青岛·市南区,老舍故居,219342339,故居,,热度 0.7,山东省青岛黄县路12号,青岛市重点文物保护单位,"120.331833,36.062504"
山东·青岛·市南区,花石楼,147297549,故居,,热度 0.76,山东省青岛市南区黄海路18号花石楼,它带给您的感受只有一种———自由奔放,"120.360403,36.056278"
江苏·苏州·常熟市,曾园,4091353433,故居,,热度 0.7,江苏省苏州常熟市甸桥东路,四周环亭榭假山，修竹古木,"120.742151,31.648104"
广东·广州·芙蓉度假村,洪秀全故居,270126846,故居,3A景区,热度 0.7,广东省广州市花都区爱民路新华镇新华路52号,太平天国领导人洪秀全的历史生活,"113.180003,23.423541"
浙江·湖州·南浔古镇,张石铭故居,2163079263,故居,,热度 0.72,浙江省湖州市南浔区南东街90号斜对面,具有很高的艺术欣赏、民俗建筑和文物价值,"120.436968,30.881083"
江苏·淮安·楚州区,周恩来故居,2202850551,故居,4A景区,热度 0.9400000000000001,江苏省淮安市城区镇淮楼西北隅驸马巷7号,国内外人士瞻仰周总理光辉一生的纪念地,"119.149134,33.513176"
山东·潍坊·高密市,高密莫言故居,551058619,故居,,热度 0.0,山东省潍坊市高密,争相一游的新景点,"119.953523,36.467706"
浙江·宁波·奉化市,宁波文昌阁,2331446564,故居,,热度 0.0,浙江宁波奉化市武岭路39-1,清代溪口十景之一,"121.290553,29.688011"
湖南·岳阳·汨罗市,屈子文化园,2041021824,故居,,热度 0.0,湖南省汨罗市屈子祠镇新义村屈子文化园,屈子文化园景区背倚玉笥青山，襟带绵绵汨水，胸配茵茵草地，怀揣清澈湖泊，其生态可谓洞天福地。登高远眺，全境色彩润目，层次分,"113.06659,28.880685"
河内,胡志明故居,4093350248,故居,,热度 1.0,亚洲-越南,幽静典雅，还种植着有趣而罕见的菩萨树,"105.836878,21.036762"
斯特拉福德,莎士比亚故居,1833759220,故居,,热度 0.0,欧洲-英国,伟大的戏剧家莎士比亚的诞生地和逝世的地方,"-1.7080062,52.1939115"
吉隆坡,国家皇宫,3541592645,故居,,热度 1.0,马来西亚吉隆坡,其内青草遍地，鲜花满园盛开,"101.6960913,3.1324989"
江苏·无锡·江阴市,徐霞客故居,3281752645,故居,,热度 0.7,江苏省无锡江阴市马镇南旸岐村21号,古代“驴友”徐霞客生活之地,"120.329613,31.715761"
湖北·武汉·江岸区,刘少奇故居,1303452981,故居,,热度 0.7,湖北省武汉市江岸区汉口友益街尚德里4号,刘少奇在武汉从事革命活动时的住房,"114.30243,30.596951"
福建·厦门·湖里区,归来园,4036497084,故居,,热度 0.0,福建省厦门市湖里区尚南路,召唤海外亲人不忘故乡，热爱祖国,"118.11283,24.538101"
天津·天津·河北区,曹锟旧居,780694613,故居,,热度 0.0,天津市河北区进步道,北洋军阀直系首领曹锟的私家豪华花园,"117.204227,39.142642"
浙江·湖州·吴兴区,陈英士故居,4042175889,故居,,热度 0.7,浙江省湖州市吴兴区苕溪西路与白地街交叉口,清末民初建筑，辛亥革命烈士之故居,"120.111135,30.87497"
云南·红河·红河县,袁嘉谷故居,1132936716,故居,,热度 0.72,云南省红河哈尼族彝族自治州石屏县,云南文化名人袁嘉谷的故居,"102.498958,23.719137"
江苏·苏州·周庄欢乐世界,沈万三故居,3217832809,故居,,热度 0.0,江苏省苏州市昆山市镇周庄欢乐世界旁,重现历史原貌，精心设计、修建，独具特色,"120.864508,31.118359"
江苏·淮安·楚州区,韩侯故里,4079231472,故居,3A景区,热度 0.72,江苏省淮安市码头镇韩信故里,一个历史古镇，在秦代就已有此郡名楚州,"118.947661,33.540845"
